"","biox001_seq","biox002_seq","biox003_seq","biox004_seq","biox005_seq","biox006_seq","biox007_seq","biox008_seq","biox009_seq","biox010_seq","biox011_seq","biox012_seq","biox013_seq","biox014_seq","biox015_seq","biox016_seq","biox017_seq","biox018_seq","biox019_seq","biox020_seq","biox021_seq","biox022_seq","biox023_seq","biox024_seq","biox025_seq","biox026_seq","biox027_seq","biox028_seq","biox029_seq","biox030_seq","biox031_seq","biox032_seq","biox033_seq","biox034_seq","biox035_seq","biox036_seq","biox037_seq","biox038_seq","biox039_seq","biox040_seq","biox041_seq","biox042_seq","biox043_seq","biox044_seq","biox045_seq","biox046_seq","biox047_seq","biox048_seq","biox050_seq","biox051_seq","biox052_seq","biox053_seq","biox054_seq","biox055_seq","biox056_seq","biox057_seq","biox058_seq","biox059_seq","biox060_seq","biox061_seq","biox062_seq","biox063_seq","biox064_seq","biox065_seq","biox066_seq","biox067_seq","biox068_seq","biox069_seq","biox070_seq","biox071_seq","biox072_seq","biox073_seq","biox074_seq","biox075_seq","biox076_seq","biox077_seq","biox078_seq","biox079_seq","biox080_seq","biox081_seq","biox082_seq","biox083_seq","biox084_seq","biox085_seq","biox086_seq","biox087_seq","biox088_seq","biox089_seq","biox090_seq","biox091_seq","biox092_seq","biox093_seq","biox094_seq","biox095_seq","biox096_seq","biox097_seq","biox098_seq","biox099_seq","biox100_seq","biox101_seq","biox102_seq","biox103_seq","biox104_seq","biox105_seq","biox106_seq","biox107_seq","biox108_seq","biox109_seq","biox110_seq","biox111_seq","biox112_seq","biox113_seq","biox114_seq","biox115_seq","biox116_seq","biox117_seq","biox118_seq","biox119_seq","biox120_seq","biox121_seq","biox122_seq","biox123_seq","biox124_seq","biox125_seq","biox126_seq","biox127_seq","biox128_seq","biox129_seq","biox130_seq","biox131_seq","biox132_seq","biox133_seq","biox134_seq","biox135_seq","biox136_seq","biox137_seq","biox138_seq","biox139_seq","biox140_seq","biox141_seq","biox142_seq","biox143_seq","biox144_seq"
"Parabacteroides_distasonis",0,0,0,956,750,1200,1560,713,975,1846,935,1253,760,960,715,945,1086,1405,1214,848,346,659,172,242,1038,686,135,394,171,224,1040,796,288,832,86,148,478,378,418,614,105,269,346,703,203,623,105,68,0,0,549,325,306,723,189,365,0,378,257,492,777,379,274,248,272,726,424,153,65,0,29,721,487,99,99,19,20,216,391,87,52,12,0,1109,666,420,398,13,0,768,630,80,151,0,0,0,0,0,3232,1777,2595,2786,2553,2651,6184,3603,2904,1547,5901,3266,7139,3279,5122,1297,2831,2030,3341,170,194,1948,4120,955,2293,301,396,1408,2238,1088,1992,301,359,884,1036,1723,1961,385,611,395,1598,668,1185,198,204
"Parabacteroides_merdae",0,0,0,718,565,851,942,477,648,1177,589,860,418,594,441,536,611,912,616,465,124,341,76,106,644,406,96,255,146,193,622,476,153,549,74,95,271,197,229,270,68,188,185,373,155,408,104,74,0,0,229,141,153,298,133,203,0,190,117,157,354,133,107,118,145,259,189,62,43,0,23,301,184,74,62,22,18,68,134,30,23,0,14,584,297,151,148,12,0,227,181,30,47,0,0,0,0,0,2155,1191,1969,2132,1752,1956,4293,2383,2153,919,3804,2099,3804,2092,3368,688,1497,1513,2268,89,106,1193,2197,841,2029,237,326,932,1179,857,1538,186,301,506,608,1073,1317,608,646,292,997,492,906,156,169
"Parabacteroides_johnsonii",0,0,0,24,19,32,31,15,21,44,11,33,13,20,17,14,19,24,23,13,0,0,0,0,15,15,0,16,0,0,26,25,0,12,0,0,10,0,0,0,0,0,0,13,0,13,0,0,0,0,12,0,0,25,14,12,0,0,0,0,33,0,0,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,30,14,0,11,0,0,0,0,0,0,0,0,0,0,0,49,34,38,56,50,50,96,42,37,32,77,63,87,32,83,18,46,31,58,0,0,24,47,24,50,0,0,24,18,21,28,0,0,12,17,19,41,16,0,0,16,15,24,0,0
"Parabacteroides_chinchillae",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides_sp014287585",0,0,0,10,0,15,13,0,0,15,13,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,18,0,13,0,20,11,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides_massiliensis",0,0,0,0,0,0,10,0,10,12,0,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,14,0,0,15,0,19,0,19,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barnesiella_intestinihominis",0,0,0,213,167,270,297,121,193,281,146,234,139,206,165,217,268,367,222,144,169,210,143,170,263,189,137,255,180,271,265,215,211,682,86,160,86,67,116,114,103,215,86,169,102,197,95,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,35,42,31,34,63,50,19,17,89,38,77,43,57,19,40,58,86,0,0,17,53,25,59,0,0,0,32,0,30,0,0,0,0,22,14,0,0,0,16,0,0,0,0
"Odoribacter_splanchnicus",0,0,0,41,25,39,45,18,35,50,35,39,27,41,27,29,50,40,28,11,30,37,13,29,33,21,0,27,22,25,25,25,30,47,0,17,0,0,21,22,0,18,0,25,0,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,59,45,62,59,65,145,104,58,40,145,67,160,60,97,22,52,65,75,0,0,44,92,26,59,0,0,35,41,31,70,0,19,19,27,40,26,0,0,0,20,0,15,0,0
"Odoribacter_laneus",0,0,0,21,19,21,38,14,12,31,21,19,10,15,13,20,25,22,18,16,0,16,0,0,14,0,0,16,0,0,15,21,0,15,0,0,0,0,14,13,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,10,11,10,29,16,13,12,42,26,47,18,44,0,14,49,72,0,12,14,37,22,42,12,16,12,18,26,48,14,0,0,0,13,25,16,11,0,20,11,12,0,0
"Clostridium_Q_sp900547735",0,0,0,828,745,1306,1506,512,691,1427,700,993,574,585,332,433,348,590,703,441,0,0,0,0,671,424,0,0,0,0,735,422,0,0,0,0,304,237,0,45,0,0,214,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_Q_symbiosum",0,0,0,78,52,105,104,33,55,106,59,80,37,65,17,35,10,20,44,38,0,0,0,0,32,23,0,0,0,0,36,28,0,0,0,0,14,13,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,308,452,470,341,423,767,420,389,223,737,394,664,130,283,206,341,0,0,0,0,214,402,0,0,0,0,96,166,0,0,0,0,67,99,0,15,0,0,41,230,0,0,0,0
"Clostridium_Q_saccharolyticum_A",0,0,0,0,15,0,23,0,0,23,29,18,0,14,17,0,19,35,0,14,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,14,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,17,17,0,0,34,13,38,15,32,0,27,22,23,0,0,19,29,0,16,0,0,13,0,0,15,0,0,0,0,15,20,0,0,0,0,0,0,0,0
"CAG.81_sp900066535",0,0,0,542,433,575,760,400,583,1112,439,586,449,456,354,569,961,1327,637,433,0,41,0,0,579,421,0,0,0,0,336,343,0,0,0,0,217,171,44,155,0,0,143,237,0,88,0,0,0,0,0,1082,0,0,0,2077,0,39,926,0,0,138,128,0,0,66,22,0,0,0,0,0,84,0,0,0,0,64,0,0,0,0,0,0,0,25,0,0,0,98,0,0,0,0,0,0,0,0,3697,2271,2940,3405,2857,3121,6735,4050,3681,2299,7376,4022,6645,2749,5249,1803,3598,3180,4621,0,0,2441,4474,1147,2758,0,0,1820,2241,1214,1501,0,0,1249,1343,1572,2114,0,0,642,2270,811,1314,0,0
"CAG.81_sp900541255",0,0,0,207,339,96,310,243,283,408,290,337,143,241,247,282,302,446,218,208,0,0,0,0,150,88,0,0,0,0,437,339,0,0,0,0,263,211,12,49,0,0,201,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAG.81_sp900066055",0,0,0,103,108,111,182,75,126,247,91,133,90,94,73,138,233,289,152,145,0,0,0,0,107,104,0,0,0,0,70,87,0,0,0,0,54,36,0,43,0,0,36,75,0,19,0,0,0,0,0,259,0,0,0,476,0,81,210,0,0,43,33,0,0,95,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,709,473,548,739,565,656,1272,786,779,441,1424,784,1383,552,1065,319,798,585,977,0,0,505,960,217,548,0,0,366,483,250,293,0,0,290,283,298,449,0,0,127,432,184,298,0,0
"MGYG000004582",0,0,0,28,34,38,57,29,24,71,19,35,22,32,25,46,68,88,51,31,0,0,0,0,41,26,0,0,0,0,25,30,0,0,0,0,18,14,0,14,0,0,19,16,0,0,0,0,0,0,0,88,0,0,0,149,0,0,64,0,0,15,0,0,0,28,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,261,154,223,269,195,220,492,263,264,169,551,293,473,180,365,126,275,217,331,0,0,184,323,79,193,0,0,149,161,92,93,0,0,108,112,136,137,0,0,64,186,61,125,0,0
"CAG.81_sp900066785",0,0,0,59,18,26,51,35,40,96,58,48,26,72,53,40,151,159,49,30,0,16,0,0,41,20,0,0,0,0,51,82,0,0,0,0,15,0,0,13,0,0,21,77,0,19,0,0,0,0,0,44,0,0,0,91,0,26,34,0,0,0,0,0,0,702,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,172,186,221,162,236,426,266,255,145,482,237,435,160,332,118,231,209,310,0,0,198,326,75,206,0,0,131,186,74,86,0,0,81,89,107,122,0,0,45,151,53,74,0,0
"Blautia_A_wexlerae_A",0,0,0,273,167,221,367,230,277,410,226,292,199,300,227,269,604,810,411,281,235,660,254,340,368,223,105,345,216,357,565,484,211,626,134,158,83,82,383,356,150,298,101,275,302,834,125,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,0,0,0,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,93,71,187,159,152,332,182,152,59,265,125,269,685,926,111,168,248,579,21,35,356,449,165,511,40,45,362,368,806,179,24,34,17,40,205,179,0,12,13,155,79,243,0,15
"Blautia_A_massiliensis",0,0,0,114,72,120,181,88,109,203,118,155,86,122,68,117,137,159,127,90,189,186,181,298,123,76,131,157,297,430,368,349,188,500,132,210,66,84,428,435,154,288,94,249,447,719,144,85,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,27,15,0,0,0,0,17,0,0,0,0,0,89,41,0,0,0,0,215,109,47,43,0,0,61,100,0,0,0,0,0,0,0,888,472,570,760,741,785,1689,985,795,558,1894,1112,2568,948,1332,435,939,489,828,42,58,895,1781,205,525,181,167,595,794,914,1442,112,272,281,344,750,1058,169,140,88,487,254,702,51,121
"Blautia_A_obeum",0,0,0,71,55,78,96,54,68,106,79,83,41,51,32,57,31,54,56,62,37,34,19,40,52,34,0,25,33,61,61,53,25,93,30,20,701,705,3569,3927,29,29,180,410,0,920,25,0,0,0,32,22,0,24,0,28,0,20,0,29,36,29,0,0,0,35,37,0,0,0,0,42,23,18,0,0,0,0,18,0,0,0,0,3066,1762,192,25,0,0,21,397,0,0,0,0,0,0,0,242,105,105,245,138,232,438,222,167,117,446,227,461,69,81,69,192,58,131,0,0,119,385,0,63,18,22,100,193,52,87,0,22,563,688,1763,2274,0,0,53,354,185,529,0,0
"Blautia_A_wexlerae_B",0,0,0,42,16,39,58,39,34,70,24,45,21,47,27,41,90,106,60,65,56,104,45,44,53,26,0,46,31,58,68,66,45,91,29,24,11,16,40,55,25,63,12,48,26,129,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,22,16,17,36,16,20,0,24,0,31,82,109,19,19,0,48,0,0,34,36,0,62,0,0,41,47,80,17,0,0,0,0,17,13,0,0,0,13,0,32,0,0
"Blautia_A_faecis",0,0,0,23,0,23,31,14,21,35,24,23,21,32,15,23,25,54,21,0,30,36,0,26,17,0,0,26,30,23,75,64,16,55,0,20,94,70,173,393,0,30,29,70,16,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,155,86,108,143,129,152,304,163,94,65,230,133,223,181,222,45,128,140,211,37,0,83,195,51,168,17,29,67,89,84,86,17,15,101,123,354,471,27,23,20,124,82,167,0,0
"Blautia_A_sp900548245",0,0,0,22,21,32,20,20,16,25,24,32,0,19,18,18,18,21,15,24,0,0,18,18,20,0,0,15,22,26,17,17,23,41,19,23,0,0,44,48,0,0,0,0,0,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,33,15,0,12,0,24,29,0,0,17,0,14,30,52,18,15,18,0,0,0,0,0,0,30,0,0,0,0,20,13,18,25,14,19,48,20,21,21,48,55,55,64,85,16,21,41,65,97,88,42,49,36,85,138,153,46,28,55,92,68,73,18,15,32,54,30,25,15,31,28,58,39,27
"Blautia_A_sp000285855",0,0,0,12,0,0,14,12,0,15,0,11,0,13,0,11,18,26,13,0,12,27,0,0,0,0,0,0,0,13,23,23,0,23,0,0,0,0,12,25,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_A_sp003477525",0,0,0,0,0,0,17,0,0,0,0,0,0,20,0,21,28,35,0,0,0,38,0,23,0,16,0,26,0,0,25,0,0,25,0,0,0,0,15,29,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,25,0,0,0,16,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Blautia_A_sp900551465",0,0,0,0,0,19,11,12,0,17,0,17,0,13,14,14,22,35,0,0,0,36,0,0,0,12,0,33,0,0,14,0,0,19,0,0,0,0,42,49,0,0,0,0,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bariatricus_comes",0,0,0,552,411,641,735,369,516,798,461,722,355,521,342,456,684,930,460,350,64,201,37,88,503,369,18,83,35,74,463,371,37,137,24,34,420,374,1274,1224,20,69,197,499,740,843,26,17,0,0,0,110,0,217,18,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,397,739,867,764,777,1768,853,972,422,1620,789,1639,542,761,329,702,229,212,65,76,505,1110,76,204,49,73,279,585,115,188,84,155,392,467,948,1050,98,425,67,467,129,304,54,81
"Anaerostipes_hadrus_A",0,0,0,120,43,113,259,96,157,238,137,141,119,231,208,197,361,506,364,274,0,2141,11,0,405,267,0,1678,0,20,330,251,0,0,0,0,139,107,424,348,0,0,94,227,347,469,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,36,41,42,29,79,39,37,13,87,24,68,49,74,12,26,176,257,0,0,17,56,89,191,0,0,0,26,76,199,0,0,0,23,46,67,0,0,0,0,16,28,0,0
"Anaerostipes_hadrus",0,0,0,196,189,241,226,121,126,219,176,232,175,149,150,187,900,1284,267,203,24,1550,37,56,285,189,14,1659,62,69,303,189,21,36,38,37,115,83,408,576,27,16,85,123,620,482,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256,626,677,1047,933,892,2053,1182,912,526,2146,783,1899,2022,2463,361,726,5254,7728,82,82,559,1470,2423,5486,54,73,454,834,2340,5381,26,41,147,296,973,1270,77,167,45,172,326,1160,66,169
"Anaerostipes_caccae",0,0,0,18,0,36,33,13,21,30,17,23,12,12,0,16,0,24,15,22,0,0,0,0,18,15,0,0,0,0,21,15,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes_sp900066705",0,0,0,11,0,0,12,0,0,22,0,0,0,14,16,0,35,55,27,21,0,146,0,0,35,18,0,124,0,0,19,20,0,0,0,0,0,0,42,22,0,0,0,18,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,32,54,30,42,109,55,39,22,107,36,119,77,99,22,35,114,187,0,0,36,88,53,147,0,0,43,53,67,134,0,12,18,0,47,43,16,0,0,0,15,30,0,0
"Blautia_sp001304935",0,0,0,210,128,228,286,130,161,342,157,213,105,158,110,130,155,265,107,72,0,0,0,0,131,107,0,0,0,0,135,88,0,0,0,0,165,128,221,386,0,0,67,190,11,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_coccoides",0,0,0,139,95,143,206,88,133,245,100,123,77,86,68,92,76,165,62,39,0,0,0,0,58,51,0,0,0,0,144,121,0,0,0,0,35,28,0,21,0,0,33,95,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,55,84,105,81,83,196,91,66,68,192,116,231,158,280,45,90,31,48,0,0,87,164,11,30,0,0,80,122,46,14,0,0,40,43,45,58,0,0,41,112,10,27,0,0
"Enterocloster_clostridioformis",0,0,0,77,84,151,123,55,60,182,72,90,56,77,49,57,39,60,71,60,0,0,0,0,69,38,0,0,0,0,41,29,0,0,0,0,25,23,0,24,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterocloster_citroniae",0,0,0,34,26,45,78,39,40,67,41,59,40,12,17,30,16,25,43,31,0,0,0,0,39,18,0,0,0,0,22,24,0,0,0,0,23,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,70,124,97,93,86,227,98,128,83,215,149,290,86,141,50,118,17,38,0,0,91,136,0,22,0,0,46,73,0,11,0,0,24,28,0,18,0,0,21,74,0,0,0,0
"Enterocloster_lavalensis",0,0,0,34,22,36,40,27,41,53,28,41,14,21,21,26,11,20,18,25,0,0,0,0,12,15,0,0,0,0,10,11,0,0,0,0,16,11,10,19,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,82,91,159,107,97,199,116,97,92,240,150,220,114,137,54,127,43,101,0,0,124,153,21,56,0,0,85,81,17,0,0,0,68,55,27,28,0,0,44,67,12,21,0,0
"Enterocloster_sp000155435",0,0,0,16,14,36,30,16,17,42,26,40,0,25,15,13,0,0,12,23,0,0,0,0,12,16,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,0,16,26,15,22,15,41,21,61,35,40,14,32,0,0,0,0,25,24,0,0,0,0,11,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"Enterocloster_aldenensis",0,0,0,15,0,0,20,0,12,22,0,10,0,12,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterocloster_sp900753815",0,0,0,0,0,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprococcus_A_catus",0,0,0,173,80,195,267,117,125,261,135,171,119,171,95,135,282,404,252,189,0,97,0,21,310,161,0,37,0,14,141,137,0,19,0,0,33,35,283,348,0,0,39,51,28,54,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,74,79,92,105,106,228,140,141,36,223,115,292,85,144,75,159,65,131,0,0,116,264,18,55,0,0,76,103,19,26,0,0,55,49,129,174,0,0,19,69,0,34,0,0
"Coprococcus_A_sp900548825",0,0,0,24,13,23,31,15,14,34,15,23,23,14,0,20,35,46,32,23,0,12,0,0,38,18,0,0,0,0,28,19,0,0,0,0,0,0,31,48,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,10,20,0,10,0,20,0,11,0,11,0,10,0,10,0,0,13,19,0,0,0,0,12,15,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Dorea_formicigenerans",0,0,0,103,80,103,219,96,112,152,107,138,115,135,80,125,162,181,108,104,0,864,0,23,117,101,0,544,0,23,100,122,0,24,0,18,46,48,98,111,0,0,19,49,59,145,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,76,113,157,130,128,320,171,164,66,270,136,233,89,140,56,120,274,316,0,0,68,210,85,276,0,0,27,74,144,178,0,0,24,37,82,113,0,0,0,51,20,35,0,0
